Step,Config,Temperature,Candidate_Value,Accepted_Value,Best_Value
0,0.1_1|0.1_2|0.2_0|0.3_1|0.3_3|0.4_0|0.5_1|0.5_2|0.5_3|0.5_4|0.6_1|1.0_0|1.11_1|1.14_0|1.15_0|1.6_0|1.7_2|1.9_0|4.11_0|4.11a_2|4.11a_3|4.11b_2|4.1_2|4.2_1|4.2_2|4.2_3|4.4_0,5555.555555555556,6,6,6
1,0.1_2|0.3_4|0.5_1|0.5_2|0.6_1|1.0_0|1.11_2|1.13_0|1.15_0|1.1_0|1.6_0|1.8_0|4.11a_1|4.11a_2|4.11a_3|4.11b_2|4.1_2|4.3_1|4.3_2|4.4_0,3846.153846153846,20,20,6
2,0.2_0|0.3_3|0.3_4|0.4_0|0.5_1|0.5_2|1.11_1|1.11_2|1.12_0|1.14_0|1.15_0|1.1_0|1.6_0|1.7_1|1.7_2|4.11_0|4.11a_3|4.11b_1|4.11b_2|4.13_0|4.1_2|4.2_1|4.3_2|4.3a_0,2941.176470588235,60,60,6
3,0.2_0|0.3_3|0.4_0|0.5_2|0.5_4|1.0_0|1.11_2|1.12_0|1.6_0|1.8_0|4.11a_2|4.11a_3|4.11b_1|4.11b_2|4.13_0|4.1_1|4.2_1|4.2_2|4.3_2,2380.9523809523807,82,82,6
4,0.1_2|0.3_2|0.3_3|0.5_1|0.5_2|0.5_4|0.6_1|1.0_0|1.11_1|1.11_2|1.14_0|1.1_0|1.6_0|1.7_2|1.9_0|4.0_0|4.11_0|4.11a_2|4.11b_1|4.13_0|4.1_1|4.1_2|4.2_1|4.2_3|4.3_1|4.3_2|4.3a_0|4.4_0,2000.0,6,6,6
5,0.1_1|0.3_1|0.3_4|0.5_3|1.0_0|1.14_0|1.7_1|1.8_0|1.9_0|4.11a_1|4.11b_2|4.1_1|4.1_2|4.2_2|4.2_3|4.3_2,1724.1379310344826,404,404,6
6,0.1_1|0.2_0|0.3_2|0.3_3|0.3_4|0.5_1|0.5_2|0.5_3|0.6_1|1.11_1|1.11_2|1.15_0|1.6_0|1.7_2|1.8_0|1.9_0|4.11a_1|4.13_0|4.1_1|4.2_2|4.2_3|4.3_1|4.4_0,1515.151515151515,15,15,6
7,0.3_1|0.3_2|0.3_3|0.4_0|0.5_2|0.5_4|1.11_1|1.11_2|1.13_0|1.14_0|1.7_1|1.7_2|1.9_0|4.11a_1|4.11a_3|4.11b_1|4.1_1|4.1_2|4.4_0,1351.3513513513512,139,139,6
8,0.1_1|0.1_2|0.3_3|0.3_4|0.4_0|0.5_3|1.11_1|1.12_0|1.14_0|1.1_0|1.6_0|1.7_1|1.8_0|4.11a_2|4.11b_2|4.1_2|4.3_1|4.3_2|4.4_0,1219.5121951219514,133,133,6
9,0.2_0|0.3_1|0.3_3|0.3_4|0.5_2|0.5_3|1.0_0|1.12_0|1.13_0|1.14_0|1.7_1|4.11_0|4.11b_1|4.11b_2|4.13_0|4.2_2|4.2_3|4.3_2,1111.111111111111,67,67,6
